;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57
10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17307.69230769231;4807.692307692308;-13461.538461538463;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;-1923.076923076923;-2884.6153846153848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4807.692307692308;1.0;-4807.692307692308;-3846.153846153846;0.0;0.0;0.0;0.0;0.0;0.0;-1923.076923076923;-6730.769230769231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-13461.538461538463;-4807.692307692308;34615.38461538462;9615.384615384615;-13461.538461538463;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;4807.692307692308;-3846.153846153846;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-3846.153846153846;9615.384615384615;34615.38461538462;-4807.692307692308;-3846.153846153846;0.0;0.0;0.0;0.0;4807.692307692308;0.0;-4807.692307692308;-13461.538461538463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-13461.538461538463;-4807.692307692308;1.0;9615.384615384615;-13461.538461538463;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;4807.692307692308;-3846.153846153846;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-3846.153846153846;9615.384615384615;34615.38461538462;-4807.692307692308;-3846.153846153846;0.0;0.0;0.0;0.0;4807.692307692308;0.0;-4807.692307692308;-13461.538461538463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-13461.538461538463;-4807.692307692308;46153.846153846156;4807.692307692308;-26923.076923076922;0.0;0.0;0.0;0.0;0.0;0.0;4807.692307692308;-2884.6153846153848;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-3846.153846153846;4807.692307692308;31730.76923076923;0.0;-7692.3076923076915;0.0;0.0;0.0;0.0;4807.692307692308;0.0;-4807.692307692308;-10096.153846153848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-26923.076923076922;0.0;28846.153846153844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2884.6153846153843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-7692.3076923076915;0.0;14423.076923076924;0.0;0.0;0.0;0.0;0.0;0.0;1923.0769230769229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1923.076923076923;-1923.076923076923;0.0;4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;17307.69230769231;4807.692307692308;-13461.538461538463;-4807.692307692308;0.0;0.0;0.0;0.0;-1923.076923076923;-2884.6153846153848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2884.6153846153848;-6730.769230769231;4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4807.692307692308;17307.69230769231;-4807.692307692308;-3846.153846153846;0.0;0.0;0.0;0.0;-1923.076923076923;-6730.769230769231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3846.153846153846;-4807.692307692308;0.0;4807.692307692308;0.0;0.0;0.0;0.0;-13461.538461538463;-4807.692307692308;34615.38461538462;9615.384615384615;-13461.538461538463;-4807.692307692308;0.0;0.0;0.0;4807.692307692308;-3846.153846153846;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-13461.538461538463;4807.692307692308;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-3846.153846153846;9615.384615384615;34615.38461538462;-4807.692307692308;-3846.153846153846;0.0;0.0;4807.692307692308;0.0;-4807.692307692308;-13461.538461538463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3846.153846153846;-4807.692307692308;0.0;4807.692307692308;0.0;0.0;0.0;0.0;-13461.538461538463;-4807.692307692308;34134.61538461538;7211.538461538461;-12980.769230769232;-2403.846153846154;0.0;0.0;0.0;4807.692307692308;-2884.6153846153848;-2.2737367544323206e-13;-961.5384615384615;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-13461.538461538463;4807.692307692308;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-3846.153846153846;7211.538461538461;32932.692307692305;-2403.846153846154;-2163.461538461538;0.0;0.0;4807.692307692308;0.0;-4.547473508864641e-13;-10096.153846153848;-4807.692307692308;-3365.3846153846157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2884.6153846153848;-4807.692307692308;0.0;1923.0769230769229;0.0;0.0;0.0;0.0;-12980.769230769232;-2403.846153846154;16826.923076923078;2403.846153846154;0.0;0.0;0.0;0.0;0.0;0.0;-961.5384615384615;2884.6153846153848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-10096.153846153848;2884.6153846153843;0.0;0.0;0.0;0.0;0.0;-2403.846153846154;-2163.461538461538;2403.846153846154;15625.000000000002;0.0;0.0;0.0;0.0;0.0;0.0;1923.076923076923;-3365.3846153846157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1923.076923076923;-1923.076923076923;0.0;4807.692307692308;0.0;0.0;0.0;0.0;17307.69230769231;4807.692307692308;-13461.538461538463;-4807.692307692308;0.0;0.0;0.0;0.0;-1923.076923076923;-2884.6153846153848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2884.6153846153848;-6730.769230769231;4807.692307692308;0.0;0.0;0.0;0.0;0.0;4807.692307692308;17307.69230769231;-4807.692307692308;-3846.153846153846;0.0;0.0;0.0;0.0;-1923.076923076923;-6730.769230769231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3846.153846153846;-4807.692307692308;0.0;4807.692307692308;0.0;0.0;-13461.538461538463;-4807.692307692308;34615.38461538462;9615.384615384615;-13461.538461538463;-4807.692307692308;0.0;0.0;0.0;4807.692307692308;-3846.153846153846;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-13461.538461538463;4807.692307692308;0.0;0.0;0.0;-4807.692307692308;-3846.153846153846;9615.384615384615;34615.38461538462;-4807.692307692308;-3846.153846153846;0.0;0.0;4807.692307692308;0.0;-4807.692307692308;-13461.538461538463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2884.6153846153848;-4.547473508864641e-13;0.0;0.0;0.0;0.0;-13461.538461538463;-4807.692307692308;46153.846153846156;4807.692307692308;-26923.076923076922;0.0;0.0;0.0;0.0;4807.692307692308;-2884.6153846153848;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.2737367544323206e-13;-10096.153846153848;0.0;0.0;0.0;0.0;-4807.692307692308;-3846.153846153846;4807.692307692308;31730.76923076923;0.0;-7692.3076923076915;0.0;0.0;4807.692307692308;0.0;-4807.692307692308;-10096.153846153848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-961.5384615384615;-4807.692307692308;-961.5384615384615;1923.076923076923;0.0;0.0;0.0;0.0;-26923.076923076922;0.0;28846.153846153844;0.0;0.0;0.0;0.0;0.0;0.0;2884.6153846153843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-3365.3846153846157;2884.6153846153848;-3365.3846153846157;0.0;0.0;0.0;0.0;0.0;-7692.3076923076915;0.0;14423.076923076924;0.0;0.0;0.0;0.0;1923.0769230769229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1923.076923076923;-1923.076923076923;0.0;4807.692307692308;0.0;0.0;0.0;0.0;17307.69230769231;4807.692307692308;-13461.538461538463;-4807.692307692308;0.0;0.0;-1923.076923076923;-2884.6153846153848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2884.6153846153848;-6730.769230769231;4807.692307692308;0.0;0.0;0.0;0.0;0.0;4807.692307692308;17307.69230769231;-4807.692307692308;-3846.153846153846;0.0;0.0;-1923.076923076923;-6730.769230769231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3846.153846153846;-4807.692307692308;0.0;4807.692307692308;0.0;0.0;-13461.538461538463;-4807.692307692308;34134.61538461538;7211.538461538461;-12980.769230769232;-2403.846153846154;0.0;4807.692307692308;-2884.6153846153848;-2.2737367544323206e-13;-961.5384615384615;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-13461.538461538463;4807.692307692308;0.0;0.0;0.0;-4807.692307692308;-3846.153846153846;7211.538461538461;32932.692307692305;-2403.846153846154;-2163.461538461538;4807.692307692308;0.0;-4.547473508864641e-13;-10096.153846153848;-4807.692307692308;-3365.3846153846157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2884.6153846153848;-4807.692307692308;0.0;1923.0769230769229;0.0;0.0;-12980.769230769232;-2403.846153846154;16826.923076923078;2403.846153846154;0.0;0.0;0.0;0.0;-961.5384615384615;2884.6153846153848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-10096.153846153848;2884.6153846153843;0.0;0.0;0.0;-2403.846153846154;-2163.461538461538;2403.846153846154;15625.000000000002;0.0;0.0;0.0;0.0;1923.076923076923;-3365.3846153846157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1923.076923076923;-1923.076923076923;0.0;4807.692307692308;0.0;0.0;17307.69230769231;4807.692307692308;-13461.538461538463;-4807.692307692308;0.0;0.0;-1923.076923076923;-2884.6153846153848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2884.6153846153848;-6730.769230769231;4807.692307692308;0.0;0.0;0.0;4807.692307692308;17307.69230769231;-4807.692307692308;-3846.153846153846;0.0;0.0;-1923.076923076923;-6730.769230769231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2884.6153846153848;-4.547473508864641e-13;0.0;0.0;-13461.538461538463;-4807.692307692308;46153.846153846156;4807.692307692308;-26923.076923076922;0.0;0.0;4807.692307692308;-2884.6153846153848;-4807.692307692308;0.0;0.0;0.0;0.0;0.0;0.0
45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.2737367544323206e-13;-10096.153846153848;0.0;0.0;-4807.692307692308;-3846.153846153846;4807.692307692308;31730.76923076923;0.0;-7692.3076923076915;4807.692307692308;0.0;-4807.692307692308;-10096.153846153848;0.0;0.0;0.0;0.0;0.0;0.0
46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-961.5384615384615;-4807.692307692308;-961.5384615384615;1923.076923076923;0.0;0.0;-26923.076923076922;0.0;28846.153846153844;0.0;0.0;0.0;0.0;2884.6153846153843;0.0;0.0;0.0;0.0;0.0;0.0
47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4807.692307692308;-3365.3846153846157;2884.6153846153848;-3365.3846153846157;0.0;0.0;0.0;-7692.3076923076915;0.0;14423.076923076924;0.0;0.0;1923.0769230769229;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1923.076923076923;-1923.076923076923;0.0;4807.692307692308;0.0;0.0;16826.923076923078;2403.846153846154;-12980.769230769232;-2403.846153846154;-961.5384615384614;1923.0769230769229;-961.5384615384615;-4807.692307692308;0.0;0.0
49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2884.6153846153848;-6730.769230769231;4807.692307692308;0.0;0.0;0.0;2403.846153846154;15625.000000000002;-2403.846153846154;-2163.461538461538;2884.6153846153843;-3365.3846153846152;-4807.692307692308;-3365.3846153846157;0.0;0.0
